Country,Gender,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Greenland,Male,24.46978,24.52714,24.57298,24.62106,24.66469,24.69663,24.74168,24.78147,24.83124,24.8881,24.93611,24.98535,25.02616,25.06717,25.11891,25.18005,25.23576,25.30131,25.3639,25.42475,25.49719,25.56386,25.63414,25.70048,25.76241,25.83021,25.88646,25.94868,26.01359
Grenada,Male,23.27113,23.31463,23.36183,23.40248,23.44967,23.50168,23.55609,23.62251,23.68593,23.74835,23.81588,23.88011,23.93367,23.98792,24.05428,24.11636,24.18421,24.24889,24.325,24.40094,24.48022,24.55684,24.64323,24.73372,24.81219,24.90676,24.98739,25.08222,25.17988
Guatemala,Male,23.18719,23.26498,23.33675,23.39964,23.46354,23.52726,23.58663,23.64597,23.7056,23.77519,23.84902,23.9222,23.99349,24.06859,24.14395,24.2273,24.30849,24.39249,24.47797,24.56244,24.64744,24.72662,24.80671,24.8839,24.96091,25.04007,25.12426,25.20987,25.29947
Guinea,Male,21.14949,21.1717,21.19272,21.2101,21.22866,21.24527,21.26469,21.28652,21.30961,21.34284,21.38083,21.42148,21.47,21.52042,21.56541,21.61652,21.6695,21.72217,21.78149,21.84375,21.90431,21.96945,22.03964,22.11533,22.19452,22.27405,22.35562,22.43725,22.52449
Guinea-Bissau,Male,20.71293,20.72467,20.74743,20.76258,20.78623,20.83811,20.89059,20.93714,20.98369,21.0406,21.0945,21.14396,21.17416,21.19819,21.23877,21.28187,21.33048,21.38461,21.38489,21.39546,21.43209,21.4434,21.45472,21.47358,21.4923,21.51679,21.54966,21.59109,21.64338
Guyana,Male,22.71432,22.73525,22.74163,22.74203,22.73863,22.73909,22.74348,22.75543,22.76465,22.76998,22.76845,22.77741,22.80459,22.84753,22.90881,22.97709,23.05076,23.12913,23.19851,23.27014,23.34875,23.42045,23.46826,23.50962,23.54778,23.58721,23.61695,23.64781,23.68465
Haiti,Male,22.90655,22.93626,22.9583,22.97473,22.98937,23.0032,23.01128,23.01336,23.01286,23.01159,23.01501,23.02191,23.01622,23.01219,23.00373,23.01138,23.02365,23.04808,23.08169,23.1246,23.17348,23.2232,23.27578,23.3296,23.38565,23.44359,23.50879,23.58323,23.66302
Honduras,Male,23.13391,23.1985,23.25895,23.31384,23.36687,23.4218,23.47703,23.53606,23.60608,23.67884,23.74195,23.80441,23.87519,23.95347,24.0249,24.09955,24.18044,24.26988,24.34796,24.41586,24.48024,24.54868,24.62025,24.688,24.76042,24.84076,24.92453,25.01546,25.10872
"Hong Kong, China",Male,21.63375,21.75267,21.86784,21.98671,22.11127,22.23343,22.36179,22.49845,22.64054,22.78243,22.92726,23.07181,23.22325,23.37374,23.52496,23.6696,23.80513,23.93306,24.04084,24.14409,24.24734,24.34116,24.43015,24.51804,24.61484,24.72025,24.8309,24.94447,25.05747
Hungary,Male,25.28424,25.35008,25.42012,25.48757,25.55388,25.61893,25.68529,25.75694,25.82174,25.88606,25.93988,25.96832,25.99537,26.0249,26.05337,26.07566,26.10413,26.13989,26.1921,26.24871,26.32296,26.40176,26.48809,26.57555,26.68557,26.78605,26.90203,27.00873,27.11568
Iceland,Male,24.82734,24.92462,25.00838,25.07729,25.13832,25.20076,25.27223,25.33542,25.39311,25.45393,25.50969,25.57076,25.63281,25.69722,25.77402,25.84124,25.91334,25.99882,26.09548,26.1939,26.29702,26.39685,26.50299,26.61204,26.73403,26.85805,26.97796,27.09734,27.20687
India,Male,21.09132,21.04581,21.00317,20.96066,20.92134,20.88185,20.84291,20.80062,20.76272,20.72949,20.7024,20.67306,20.64642,20.62593,20.61725,20.62203,20.63797,20.6652,20.69815,20.7406,20.77932,20.81119,20.83562,20.8555,20.87218,20.88994,20.91145,20.93488,20.95956
Indonesia,Male,19.85723,19.90366,19.94077,19.98318,20.03233,20.07793,20.12761,20.17621,20.23084,20.29108,20.35126,20.41887,20.49719,20.57903,20.66926,20.76345,20.85661,20.94721,21.01366,21.07734,21.14825,21.22,21.29583,21.37829,21.46416,21.55427,21.64688,21.74807,21.85576
Iran,Male,23.16184,23.23424,23.31364,23.4015,23.49059,23.57426,23.64439,23.70826,23.75791,23.81757,23.90194,23.99346,24.09265,24.19475,24.30065,24.40843,24.51378,24.61608,24.70879,24.78711,24.85189,24.90839,24.96062,24.99582,25.05111,25.11463,25.17429,25.24163,25.31003
Iraq,Male,24.98391,25.07866,25.16866,25.25453,25.33199,25.40363,25.47775,25.55415,25.62027,25.6894,25.74914,25.71613,25.71062,25.73522,25.76909,25.7876,25.84621,25.88685,25.96694,26.08411,26.18983,26.31219,26.41797,26.45662,26.49992,26.53882,26.58597,26.64623,26.71017
Ireland,Male,25.80942,25.83961,25.86538,25.88202,25.90272,25.92826,25.95512,25.98481,26.02015,26.06396,26.1214,26.18222,26.25085,26.31231,26.38027,26.45337,26.54485,26.65412,26.76096,26.86328,26.96904,27.07264,27.17342,27.2638,27.34373,27.41975,27.48572,27.57676,27.65325
Israel,Male,24.76857,24.79572,24.84701,24.8947,24.94352,24.9897,25.04481,25.10475,25.17435,25.23233,25.30622,25.37606,25.45771,25.53842,25.61811,25.71673,25.83036,25.94161,26.04805,26.15018,26.2625,26.3781,26.49152,26.59689,26.7023,26.81523,26.91824,27.02232,27.13151
Italy,Male,25.4106,25.41417,25.41974,25.42467,25.42456,25.43023,25.44088,25.45918,25.48011,25.50611,25.53778,25.57722,25.61943,25.6544,25.69556,25.73105,25.77075,25.80452,25.84628,25.89138,25.94303,25.99564,26.05786,26.11983,26.19245,26.26249,26.33693,26.40849,26.4802
Jamaica,Male,22.33166,22.35883,22.38478,22.4151,22.44398,22.46556,22.49161,22.53213,22.57322,22.61526,22.65921,22.70581,22.75759,22.82344,22.89494,22.9611,23.03603,23.10743,23.17743,23.25101,23.32343,23.40351,23.48137,23.56227,23.64944,23.73732,23.82337,23.91519,24.00421
Japan,Male,22.1008,22.11807,22.1382,22.15686,22.17225,22.18911,22.20966,22.23754,22.27578,22.31904,22.36753,22.42054,22.48151,22.54894,22.62295,22.70061,22.7845,22.86718,22.93991,23.00911,23.07719,23.13928,23.19359,23.24493,23.29598,23.34532,23.39421,23.44693,23.50004
Jordan,Male,24.65223,24.77498,24.90362,25.03078,25.15302,25.28247,25.40708,25.52928,25.64378,25.72128,25.8005,25.88009,25.9715,26.07142,26.17154,26.27064,26.35048,26.44347,26.53386,26.61774,26.71033,26.80006,26.89672,26.97629,27.07908,27.17381,27.2759,27.37429,27.47362
Kazakhstan,Male,24.5736,24.61631,24.66513,24.71128,24.75603,24.80378,24.85316,24.89028,24.93086,24.96555,24.99543,25.0169,25.03312,25.03165,25.01606,24.99333,24.97532,24.96995,24.98548,25.02408,25.09305,25.19051,25.31124,25.44805,25.60121,25.76711,25.93951,26.11979,26.29078
Kenya,Male,20.31468,20.36356,20.4088,20.4523,20.48854,20.52727,20.57398,20.61483,20.66073,20.71295,20.76428,20.81422,20.85751,20.89796,20.9327,20.96952,21.00601,21.04325,21.08762,21.13181,21.1697,21.20768,21.24814,21.2843,21.33211,21.38233,21.44531,21.51645,21.59258
Kiribati,Male,25.48169,25.55256,25.62888,25.70594,25.79347,25.88021,25.97192,26.064,26.17248,26.27602,26.39606,26.52029,26.64841,26.78385,26.93106,27.07819,27.24093,27.40715,27.58718,27.78224,27.9735,28.15224,28.32844,28.49638,28.65407,28.8072,28.95385,29.09752,29.2384
"Korea, Dem. Rep.",Male,21.79468,21.84316,21.89581,21.94895,22.00332,22.05701,22.10736,22.15829,22.2042,22.24927,22.28636,22.31865,22.33416,22.3428,22.32529,22.2861,22.23183,22.17696,22.1287,22.08971,22.06108,22.03698,22.02024,22.00924,22.00605,22.00731,22.00708,22.01135,22.01726
"Korea, Rep.",Male,22.06965,22.07588,22.10213,22.13054,22.16327,22.19934,22.2322,22.292,22.35878,22.4361,22.52903,22.62556,22.71199,22.78586,22.85881,22.94119,23.03472,23.11659,23.19187,23.27742,23.3752,23.46793,23.55274,23.64225,23.71901,23.7849,23.85106,23.92079,23.9895
Kuwait,Male,25.49319,25.59347,25.69393,25.79244,25.9014,25.99631,26.09362,26.18917,26.28548,26.3968,26.45012,26.5278,26.65572,26.83413,27.02469,27.21557,27.40334,27.57843,27.73497,27.88174,28.03291,28.16929,28.26425,28.38786,28.52341,28.67629,28.83975,29.003,29.17211
Kyrgyzstan,Male,24.3643,24.38836,24.40658,24.42736,24.44845,24.4697,24.48991,24.50398,24.52412,24.53841,24.54697,24.53643,24.51208,24.45599,24.38295,24.3061,24.24907,24.21422,24.20921,24.20643,24.22082,24.25526,24.29772,24.35925,24.43839,24.51638,24.58982,24.666,24.74743
Laos,Male,19.59954,19.63955,19.67721,19.71391,19.75092,19.78267,19.81244,19.84167,19.86999,19.90187,19.93683,19.96869,20.00568,20.05038,20.10266,20.15559,20.20878,20.26491,20.32028,20.38,20.44315,20.50587,20.57241,20.64257,20.71752,20.79999,20.88963,20.98242,21.07931
Latvia,Male,25.12425,25.14042,25.15379,25.16715,25.18238,25.20249,25.21924,25.23322,25.25345,25.28678,25.31766,25.33516,25.31612,25.29426,25.27586,25.27005,25.28771,25.31835,25.3578,25.41413,25.48263,25.56402,25.67228,25.78197,25.90648,26.04137,26.19151,26.32953,26.45693
Lebanon,Male,23.8802,23.98402,24.0756,24.18211,24.30688,24.44256,24.57106,24.69291,24.79828,24.87539,24.9699,25.11042,25.24546,25.37992,25.50984,25.65785,25.80689,25.96556,26.10938,26.24877,26.36601,26.48124,26.58461,26.69645,26.80757,26.90386,26.98947,27.09268,27.20117
Lesotho,Male,20.5766,20.59964,20.62078,20.63468,20.64601,20.64596,20.64452,20.64342,20.65339,20.66906,20.68597,20.69714,20.71191,20.73445,20.76178,20.7994,20.8446,20.89856,20.95402,21.01332,21.07902,21.15073,21.22586,21.31467,21.41338,21.51798,21.63691,21.76567,21.90157
Liberia,Male,21.12546,21.15314,21.18413,21.21202,21.23418,21.26864,21.30005,21.33355,21.37133,21.37889,21.37232,21.38477,21.39278,21.39555,21.40775,21.41723,21.43646,21.47413,21.50622,21.54662,21.60139,21.65415,21.71408,21.72496,21.74375,21.76799,21.7985,21.84234,21.89537
Libya,Male,24.39546,24.50966,24.61506,24.71525,24.8035,24.88258,24.9561,25.02871,25.10423,25.17578,25.23568,25.30868,25.37987,25.45129,25.52624,25.59521,25.66955,25.74354,25.81026,25.8686,25.92907,25.99243,26.05284,26.12052,26.1972,26.27448,26.35506,26.44751,26.54164
Lithuania,Male,25.9996,25.99385,25.98854,25.98756,25.99007,25.98661,25.98031,25.97981,25.978,25.97939,25.98296,25.98461,25.95745,25.91784,25.86401,25.83189,25.82294,25.83361,25.86464,25.90548,25.97347,26.06024,26.15035,26.25435,26.37283,26.49493,26.61939,26.74333,26.86102
Luxembourg,Male,24.99432,25.03678,25.09048,25.14088,25.19478,25.2538,25.31911,25.38969,25.47533,25.56535,25.66131,25.76898,25.88519,25.98781,26.09424,26.18726,26.28181,26.37856,26.47301,26.57184,26.6644,26.75076,26.8421,26.93574,27.03119,27.12382,27.22776,27.3321,27.43404
"Macao, China",Male,22.65022,22.75827,22.86494,22.9737,23.08299,23.1862,23.28912,23.39836,23.50617,23.61729,23.72873,23.83763,23.95554,24.07472,24.19368,24.3092,24.41917,24.51903,24.60659,24.68031,24.75673,24.82586,24.90383,24.99584,25.11858,25.24306,25.3832,25.54498,25.71382
"Macedonia, FYR",Male,25.39905,25.42642,25.45236,25.48184,25.50533,25.52948,25.55564,25.56933,25.57418,25.57386,25.56535,25.55013,25.52933,25.50323,25.50643,25.51704,25.53988,25.56424,25.61423,25.67776,25.74675,25.79818,25.85252,25.92015,25.99986,26.07165,26.1574,26.25277,26.34473
Madagascar,Male,20.6969,20.71678,20.73192,20.74784,20.76609,20.78503,20.80859,20.83242,20.86045,20.88876,20.92158,20.95133,20.97571,20.99956,21.01822,21.0367,21.05489,21.07619,21.09783,21.12003,21.14569,21.17412,21.18056,21.19548,21.2164,21.24992,21.29165,21.3437,21.40347
Malawi,Male,20.79355,20.81847,20.84065,20.85144,20.863,20.87576,20.8892,20.89811,20.90349,20.90734,20.9186,20.93791,20.94862,20.97348,20.99899,21.04616,21.10198,21.16561,21.23388,21.31075,21.38712,21.45321,21.51781,21.58806,21.6633,21.73955,21.82693,21.92539,22.03468
Malaysia,Male,21.58003,21.68427,21.7849,21.89074,22.00053,22.10504,22.20184,22.29582,22.3952,22.49698,22.6064,22.71714,22.83756,22.96548,23.09928,23.2446,23.39285,23.53373,23.64981,23.76383,23.87947,23.98722,24.0888,24.19118,24.29169,24.39334,24.503,24.61322,24.73069
Maldives,Male,20.44454,20.5085,20.56406,20.63904,20.73497,20.83734,20.93894,21.03828,21.13978,21.24048,21.32886,21.41354,21.50514,21.61515,21.72258,21.81634,21.91005,22.00691,22.11027,22.20688,22.30609,22.39307,22.48262,22.57956,22.69181,22.79395,22.9319,23.07533,23.21991
Mali,Male,20.28129,20.30682,20.32526,20.33895,20.35725,20.37219,20.39957,20.42252,20.45123,20.48889,20.53095,20.57916,20.63152,20.678,20.72976,20.77477,20.82456,20.88091,20.94695,21.01837,21.08027,21.15852,21.23538,21.32541,21.41081,21.50232,21.5978,21.69203,21.78881
Malta,Male,25.70377,25.75106,25.79222,25.82924,25.86289,25.90376,25.93342,25.97413,26.02576,26.08931,26.15002,26.23524,26.32343,26.41604,26.50236,26.60634,26.69914,26.79132,26.88889,26.98558,27.07791,27.16484,27.24103,27.3194,27.39609,27.46856,27.5412,27.60792,27.68361
Marshall Islands,Male,24.66611,24.82211,24.97811,25.14127,25.30169,25.45539,25.62721,25.81112,26.00013,26.19721,26.39335,26.59011,26.77802,26.9603,27.14187,27.32525,27.48536,27.63951,27.78486,27.93394,28.08491,28.23885,28.3954,28.55544,28.72246,28.88675,29.04784,29.21093,29.37337
Mauritania,Male,20.85381,20.90764,20.95424,21.00572,21.03823,21.07181,21.11438,21.16486,21.21562,21.26856,21.32159,21.37271,21.4249,21.48606,21.54433,21.6168,21.68749,21.75554,21.81767,21.89184,21.96901,22.04644,22.12388,22.19542,22.2749,22.35387,22.44672,22.53522,22.62295
Mauritius,Male,21.98902,22.1012,22.20631,22.30447,22.40026,22.50229,22.61191,22.73157,22.85638,22.98164,23.10631,23.23364,23.36001,23.48322,23.60584,23.71886,23.82652,23.92989,24.03661,24.14182,24.25019,24.36163,24.47135,24.58312,24.69464,24.8083,24.92287,25.03885,25.15669
Mexico,Male,24.45367,24.60031,24.73697,24.86073,24.97602,25.09166,25.19845,25.29718,25.39259,25.4846,25.58431,25.69054,25.79848,25.90837,26.02117,26.11915,26.22286,26.32961,26.43387,26.53752,26.64478,26.74807,26.84663,26.94203,27.03794,27.13567,27.23219,27.32899,27.42468
"Micronesia, Fed. Sts.",Male,24.40224,24.53078,24.65937,24.78983,24.92259,25.06607,25.20833,25.34769,25.48999,25.62898,25.77362,25.92188,26.07245,26.22206,26.37687,26.53033,26.67402,26.80811,26.94028,27.05913,27.18218,27.30293,27.42871,27.54716,27.66177,27.77213,27.88686,27.99366,28.10315
Moldova,Male,24.73103,24.71636,24.70478,24.69535,24.69167,24.68037,24.66774,24.65955,24.65856,24.65603,24.65421,24.63374,24.57371,24.52099,24.41854,24.30591,24.2017,24.11505,24.02066,23.93918,23.90064,23.8677,23.87107,23.89259,23.92992,23.99155,24.07066,24.14999,24.2369
Mongolia,Male,23.4988,23.52186,23.54675,23.56861,23.59294,23.61857,23.65152,23.68385,23.71549,23.74836,23.78044,23.79683,23.79353,23.79059,23.7941,23.80494,23.81547,23.84189,23.8837,23.93297,23.98707,24.051,24.12177,24.20976,24.31712,24.43532,24.56507,24.71713,24.88385
Montenegro,Male,25.502,25.52961,25.54953,25.5734,25.59635,25.61765,25.63735,25.65933,25.68741,25.7123,25.74268,25.76415,25.76374,25.70893,25.66753,25.64686,25.6866,25.73129,25.78081,25.8196,25.8595,25.91759,25.98394,26.07903,26.17555,26.25773,26.34725,26.44582,26.55412
Morocco,Male,23.2176,23.29614,23.37691,23.45429,23.52726,23.60259,23.68938,23.76385,23.85318,23.94904,24.03563,24.13242,24.22001,24.30474,24.39779,24.4719,24.55772,24.64174,24.72833,24.80851,24.88582,24.96542,25.05147,25.13929,25.22994,25.3194,25.42322,25.52608,25.63182
Mozambique,Male,20.43321,20.45127,20.46667,20.47859,20.48482,20.4781,20.48316,20.50792,20.5416,20.58594,20.63906,20.68369,20.71624,20.75391,20.79259,20.82918,20.87,20.92308,20.98645,21.05083,21.11392,21.19397,21.28235,21.37949,21.48161,21.59168,21.70539,21.8193,21.93536
Myanmar,Male,19.66279,19.6972,19.73897,19.78487,19.83216,19.87848,19.92212,19.95474,19.96996,19.9764,19.98742,19.99667,20.01802,20.0513,20.09014,20.13908,20.19545,20.25928,20.3256,20.39798,20.47997,20.57011,20.67094,20.78169,20.90676,21.04131,21.18272,21.32024,21.44932
Namibia,Male,21.08291,21.10802,21.13112,21.1489,21.1646,21.17665,21.18981,21.20287,21.21441,21.22541,21.2326,21.25007,21.27006,21.28986,21.3172,21.34968,21.38736,21.44053,21.50213,21.57426,21.66432,21.75061,21.84144,21.94967,22.07364,22.20702,22.34933,22.4987,22.65008
Nauru,Male,28.12449,28.35509,28.58248,28.81528,29.04548,29.28105,29.52002,29.75319,29.97877,30.20436,30.42198,30.63617,30.84639,31.04119,31.23113,31.41477,31.59122,31.76624,31.94707,32.13097,32.31834,32.50635,32.70215,32.89697,33.09517,33.2964,33.49282,33.69373,33.89634
Nepal,Male,20.9636,20.92431,20.88984,20.8529,20.81872,20.78904,20.75913,20.72783,20.70202,20.67723,20.65819,20.64725,20.63693,20.63084,20.63165,20.63472,20.63549,20.64214,20.64776,20.65933,20.67479,20.69141,20.70203,20.71377,20.72315,20.73189,20.73895,20.74963,20.76344
Netherlands,Male,24.12897,24.15129,24.17799,24.20056,24.22622,24.25089,24.28017,24.31371,24.35609,24.40036,24.46741,24.53565,24.61928,24.69735,24.7679,24.84707,24.92677,25.00139,25.08457,25.17431,25.26476,25.35808,25.45318,25.53967,25.62767,25.72061,25.81805,25.9188,26.01541
Netherlands Antilles,Male,24.61514,24.75996,24.89463,25.01301,25.11061,25.19954,25.28359,25.36058,25.42579,25.51157,25.59446,25.67834,25.76481,25.87287,25.98254,26.10876,26.23626,26.36881,26.50441,26.63572,26.76995,26.88983,27.00248,27.11191,27.23803,27.35193,27.46039,27.58046,27.70558
New Zealand,Male,25.26155,25.31869,25.37423,25.43056,25.49691,25.56261,25.63663,25.71278,25.78555,25.85735,25.9278,25.98728,26.05001,26.12349,26.20156,26.28952,26.38163,26.46966,26.54919,26.64585,26.75492,26.87056,26.9948,27.11813,27.24742,27.3821,27.51091,27.64444,27.76893
Nicaragua,Male,24.02412,24.08819,24.14205,24.1966,24.25427,24.30151,24.35246,24.39314,24.43531,24.47409,24.51608,24.5551,24.60781,24.6547,24.70176,24.75597,24.80855,24.86823,24.94007,25.02261,25.10603,25.1895,25.26476,25.33901,25.42519,25.50722,25.59272,25.68266,25.77291
Niger,Male,20.52134,20.56417,20.60781,20.64086,20.6501,20.64729,20.65594,20.66154,20.66368,20.66718,20.67435,20.67518,20.67278,20.67461,20.68006,20.69191,20.70413,20.7205,20.7592,20.79823,20.82732,20.85903,20.89746,20.94246,20.97408,21.02509,21.08073,21.14583,21.21958
Nigeria,Male,21.00792,21.04177,21.07423,21.09329,21.10216,21.11996,21.14383,21.16731,21.20638,21.26245,21.33302,21.4218,21.51588,21.61643,21.70705,21.79146,21.87817,21.96262,22.04579,22.13099,22.21424,22.29861,22.37732,22.47019,22.5717,22.6806,22.79538,22.91228,23.03322
Norway,Male,24.68457,24.73764,24.78809,24.83173,24.88225,24.93555,24.99121,25.05209,25.10225,25.1546,25.2098,25.26717,25.33276,25.40433,25.49028,25.57453,25.67179,25.77152,25.87428,25.97399,26.07561,26.17836,26.28499,26.39151,26.50614,26.61797,26.72222,26.83126,26.93424
Oman,Male,23.03985,23.1285,23.22638,23.33009,23.44716,23.56629,23.68203,23.79362,23.90753,24.0271,24.14473,24.26554,24.38626,24.51702,24.64511,24.78063,24.90626,25.02654,25.15218,25.26009,25.3688,25.48419,25.58856,25.686,25.78828,25.89545,26.00377,26.1214,26.24109
Pakistan,Male,21.53642,21.54144,21.55069,21.56113,21.57176,21.58268,21.59759,21.61532,21.63534,21.65368,21.67267,21.69424,21.7251,21.75977,21.79347,21.83634,21.87969,21.91376,21.94951,21.98501,22.01724,22.04435,22.06815,22.09327,22.12042,22.15676,22.2003,22.24841,22.29914
Palau,Male,25.42376,25.55124,25.67951,25.8113,25.95121,26.0922,26.2376,26.38045,26.55388,26.73779,26.9361,27.13085,27.3242,27.51336,27.7046,27.90584,28.11214,28.31536,28.51126,28.69487,28.8691,29.04586,29.2188,29.39326,29.57591,29.76823,29.96297,30.16934,30.37757
Panama,Male,23.52611,23.60551,23.6924,23.77497,23.86279,23.95022,24.0378,24.13173,24.19482,24.2621,24.34073,24.42244,24.50784,24.59741,24.68749,24.78475,24.88972,24.9982,25.1116,25.22942,25.34018,25.44021,25.5437,25.64547,25.75525,25.86856,25.99121,26.12567,26.26959
Papua New Guinea,Male,21.76194,21.8902,22.01556,22.14111,22.26208,22.38668,22.51598,22.64344,22.76684,22.89698,23.02485,23.1542,23.2848,23.43394,23.59245,23.73647,23.86733,23.99009,24.11004,24.22417,24.32653,24.42179,24.50827,24.5936,24.67095,24.75387,24.83114,24.92197,25.01506
Paraguay,Male,23.40858,23.48692,23.56611,23.63013,23.69463,23.76862,23.82157,23.87321,23.92801,23.98979,24.05131,24.12454,24.19453,24.27485,24.35741,24.44485,24.53223,24.61662,24.69241,24.77588,24.84526,24.92018,24.99871,25.08099,25.16125,25.24504,25.33655,25.43538,25.54223
Peru,Male,23.03994,23.08686,23.1289,23.15487,23.18981,23.23261,23.2909,23.36432,23.42941,23.46155,23.47687,23.4998,23.51614,23.54635,23.59906,23.66987,23.74694,23.83509,23.923,24.01365,24.10617,24.18814,24.27281,24.35174,24.42612,24.50203,24.58439,24.67405,24.77041
Philippines,Male,21.21647,21.28866,21.35576,21.4222,21.4751,21.51568,21.55869,21.60986,21.66246,21.72042,21.78691,21.84904,21.91127,21.97304,22.04148,22.10968,22.18426,22.25555,22.30886,22.36491,22.4219,22.46598,22.51297,22.56001,22.61532,22.67081,22.73129,22.8007,22.87263
Poland,Male,25.14062,25.1595,25.16896,25.18511,25.20527,25.22662,25.25539,25.28185,25.31771,25.35477,25.37587,25.39355,25.42163,25.45525,25.48839,25.53633,25.59576,25.66453,25.74525,25.8335,25.9254,26.0165,26.10348,26.18799,26.27893,26.37137,26.47001,26.57013,26.6738
Portugal,Male,25.04993,25.04398,25.04309,25.04187,25.03374,25.03827,25.05478,25.09686,25.14198,25.20641,25.28416,25.36382,25.44172,25.52125,25.59756,25.6778,25.75557,25.82777,25.90605,25.99047,26.07041,26.1495,26.23559,26.31265,26.39127,26.4613,26.53228,26.6081,26.68445
Puerto Rico,Male,24.80369,24.87429,24.94592,25.02585,25.10865,25.1951,25.27972,25.37373,25.47403,25.58268,25.69013,25.8027,25.92082,26.0466,26.17938,26.32539,26.47035,26.62131,26.77866,26.94262,27.10872,27.27551,27.43545,27.59733,27.76338,27.92199,28.08172,28.22804,28.37804
Qatar,Male,24.96196,25.06774,25.16338,25.23498,25.31202,25.383,25.44971,25.51719,25.59487,25.67348,25.7564,25.84907,25.95368,26.06332,26.17688,26.29329,26.41204,26.54693,26.69291,26.84067,26.98686,27.12452,27.26179,27.40511,27.55011,27.69226,27.83362,27.98678,28.13138
Romania,Male,24.67017,24.6933,24.72487,24.75422,24.78878,24.81455,24.82589,24.82688,24.82019,24.80314,24.78799,24.75188,24.70036,24.6656,24.63574,24.6279,24.63848,24.63866,24.64353,24.65689,24.68514,24.73358,24.79496,24.87472,24.96144,25.0632,25.17666,25.28747,25.41069
Russia,Male,25.0043,25.00232,24.99679,24.99353,24.98785,24.98302,24.97976,24.96914,24.97129,24.97609,24.98775,24.991,24.98536,24.98602,24.97425,24.96507,24.95205,24.95279,24.95298,24.97309,25.0172,25.08625,25.17367,25.28208,25.4088,25.54944,25.69557,25.8535,26.01131
Rwanda,Male,21.61922,21.6614,21.71239,21.76031,21.78135,21.81261,21.82631,21.83247,21.8256,21.84076,21.81502,21.79399,21.79264,21.78895,21.71451,21.71504,21.71962,21.73684,21.77367,21.82058,21.87056,21.91962,22.00366,22.09058,22.17715,22.26357,22.35369,22.4516,22.55453
Saint Kitts and Nevis,Male,25.261,25.33652,25.40736,25.47582,25.55506,25.635,25.7252,25.82189,25.91584,26.00314,26.08753,26.1717,26.2593,26.35119,26.45641,26.57601,26.69849,26.81985,26.93852,27.06626,27.19905,27.32119,27.44162,27.56483,27.6935,27.81906,27.94909,28.08559,28.22986
Saint Lucia,Male,22.82916,22.85923,22.8879,22.92127,22.97072,23.01605,23.06768,23.11783,23.17762,23.24659,23.32514,23.40686,23.49037,23.573,23.65405,23.73497,23.80912,23.88018,23.95697,24.02473,24.09073,24.13984,24.19099,24.25605,24.32437,24.40291,24.48682,24.56844,24.65176
Saint Vincent and the Grenadines,Male,23.06618,23.11392,23.16536,23.21704,23.27733,23.33821,23.40612,23.47805,23.55157,23.62715,23.71626,23.79168,23.87487,23.95685,24.01646,24.08867,24.15437,24.23214,24.30362,24.38506,24.47418,24.57098,24.68569,24.80068,24.92831,25.05374,25.18827,25.3176,25.44121
Samoa,Male,25.83472,25.99935,26.15725,26.31038,26.46727,26.64126,26.80807,26.98565,27.15731,27.31196,27.45165,27.57865,27.67714,27.80065,27.90823,28.038,28.19742,28.36491,28.54905,28.73785,28.93492,29.13945,29.34069,29.53503,29.72547,29.90551,30.0889,30.26044,30.42475
Sao Tome and Principe,Male,21.27399,21.31334,21.36899,21.41756,21.4642,21.51928,21.56152,21.60658,21.64982,21.6996,21.75361,21.8061,21.86141,21.92185,21.9945,22.06417,22.13677,22.23617,22.334,22.42935,22.53154,22.64028,22.75203,22.86699,22.98085,23.10325,23.23616,23.37208,23.51233
Saudi Arabia,Male,25.025,25.17207,25.30601,25.41727,25.51095,25.57572,25.63769,25.69672,25.76424,25.82999,25.91673,26.01571,26.12018,26.22935,26.33868,26.45034,26.55977,26.66882,26.77904,26.88356,26.99168,27.096,27.19191,27.30168,27.41224,27.52896,27.64713,27.7644,27.88432
Senegal,Male,20.267,20.31774,20.37281,20.41856,20.46449,20.51621,20.56741,20.61342,20.66175,20.70301,20.74356,20.79289,20.84855,20.90822,20.9613,21.01431,21.06393,21.12464,21.18605,21.2535,21.3219,21.38834,21.44909,21.518,21.59394,21.67412,21.75457,21.84124,21.92743
Serbia,Male,25.6038,25.64709,25.68167,25.71951,25.75549,25.78928,25.82077,25.85356,25.89123,25.92414,25.9617,25.99304,25.99561,25.95303,25.92375,25.90583,25.92565,25.95209,25.98264,25.98488,25.99052,26.02009,26.05982,26.12686,26.20059,26.26456,26.33689,26.42002,26.51495
Seychelles,Male,22.15891,22.26575,22.36578,22.46072,22.55543,22.6613,22.7601,22.86179,22.97205,23.09156,23.21328,23.34457,23.48498,23.62919,23.77534,23.90865,24.04069,24.18047,24.3203,24.44887,24.5804,24.70393,24.82301,24.93235,25.02781,25.14325,25.26795,25.41426,25.56236
Sierra Leone,Male,21.36041,21.40767,21.45595,21.49821,21.53877,21.57846,21.6145,21.65417,21.68635,21.71679,21.74587,21.77198,21.7886,21.8085,21.84373,21.87518,21.90497,21.91602,21.91706,21.90284,21.89919,21.918,21.96438,22.02819,22.10557,22.19761,22.30192,22.41321,22.53139
